,Argument ID,Conclusion,Stance,Premise,text,category,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
3621,A27399,We should legalize prostitution,against,we should not legalize prostitution. it is not right for women or men to make a living by having sex. it will lead to a society in which marriages fall apart and children are harmed in the process.,we should not legalize prostitution. it is not right for women or men to make a living by having sex. it will lead to a society in which marriages fall apart and children are harmed in the process. against We should legalize prostitution,"['Security: personal', 'Security: societal', 'Conformity: rules', 'Benevolence: caring']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
3622,A27400,We should end mandatory retirement,in favor of,mandatory retirement is discrimination against older people who may still have something of value to contribute to society.,mandatory retirement is discrimination against older people who may still have something of value to contribute to society. in favor of We should end mandatory retirement,"['Achievement', 'Security: personal', 'Conformity: interpersonal', 'Benevolence: caring', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
3623,A27404,We should prohibit school prayer,in favor of,school prayer usually supports a specific religion. this discriminates against non-believers or members of different religions.,school prayer usually supports a specific religion. this discriminates against non-believers or members of different religions. in favor of We should prohibit school prayer,"['Self-direction: thought', 'Tradition', 'Universalism: concern', 'Universalism: tolerance']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3624,A27405,We should legalize cannabis,in favor of,people should be able to decide themselves if they want to use it,people should be able to decide themselves if they want to use it in favor of We should legalize cannabis,"['Self-direction: thought', 'Self-direction: action']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3625,A27408,We should abolish capital punishment,in favor of,The death penalty is disproportionally used against the poor and minorities.,The death penalty is disproportionally used against the poor and minorities. in favor of We should abolish capital punishment,['Universalism: concern'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3626,A27411,We should oppose collectivism,in favor of,collectivism can cause people to ignore important problems if it doesn't apply to certain groups,collectivism can cause people to ignore important problems if it doesn't apply to certain groups in favor of We should oppose collectivism,"['Security: societal', 'Benevolence: caring', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
3627,A27414,We should abandon the use of school uniform,against,the school uniform creates routine and discipline in the students. the use of the school uniform teaches students respect and to follow and comply with the rules,the school uniform creates routine and discipline in the students. the use of the school uniform teaches students respect and to follow and comply with the rules against We should abandon the use of school uniform,"['Security: personal', 'Conformity: rules', 'Benevolence: dependability', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
3628,A27415,We should subsidize embryonic stem cell research,in favor of,we should subsidize embryonic stem cell research so that it can continue research into finding solutions to complex medical needs.,we should subsidize embryonic stem cell research so that it can continue research into finding solutions to complex medical needs. in favor of We should subsidize embryonic stem cell research,"['Self-direction: thought', 'Achievement', 'Security: personal']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3629,A27418,We should subsidize journalism,in favor of,newspapers are dying and need the support.,newspapers are dying and need the support. in favor of We should subsidize journalism,"['Achievement', 'Power: resources', 'Benevolence: caring']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3630,A27419,We should end the use of economic sanctions,in favor of,ending these sanctions will boost the target country's economy,ending these sanctions will boost the target country's economy in favor of We should end the use of economic sanctions,"['Power: resources', 'Security: societal']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3631,A27425,We should introduce compulsory voting,in favor of,"if everyone votes, the results actually reflect what people want.","if everyone votes, the results actually reflect what people want. in favor of We should introduce compulsory voting","['Achievement', 'Face', 'Universalism: concern']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3632,A27427,We should ban missionary work,in favor of,"missionary work interferes with freedom of religion, as natives are forced to convert in order to receive aid.","missionary work interferes with freedom of religion, as natives are forced to convert in order to receive aid. in favor of We should ban missionary work","['Self-direction: thought', 'Self-direction: action', 'Tradition', 'Universalism: concern', 'Universalism: tolerance']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3633,A27428,We should subsidize student loans,against,student loans shouldn't be subsidized because you're limited in the amount that you can borrow,student loans shouldn't be subsidized because you're limited in the amount that you can borrow against We should subsidize student loans,"['Achievement', 'Power: dominance', 'Power: resources', 'Security: personal']",0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3634,A27429,We should legalize cannabis,in favor of,it is extremely useful in battling a wide range of medical maladies,it is extremely useful in battling a wide range of medical maladies in favor of We should legalize cannabis,"['Self-direction: action', 'Achievement', 'Security: personal', 'Benevolence: caring', 'Universalism: objectivity']",0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3635,A27430,We should ban targeted killing,in favor of,targeted killing is inhumane and should be banned.,targeted killing is inhumane and should be banned. in favor of We should ban targeted killing,"['Security: personal', 'Security: societal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
3636,A27431,We should ban fast food,against,people should have the freedom to eat what hey want.,people should have the freedom to eat what hey want. against We should ban fast food,['Self-direction: action'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3637,A27432,We should oppose collectivism,in favor of,collectivism is a bad form of advancing a nation. some lazy person will profit of other hard work and contribute nothing themselves,collectivism is a bad form of advancing a nation. some lazy person will profit of other hard work and contribute nothing themselves in favor of We should oppose collectivism,"['Achievement', 'Security: societal', 'Universalism: concern']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3638,A27433,We should ban telemarketing,against,telemarketing allows people that cannot find other jobs to be contributer to the economy and tax base along with the fact that these calls can be ignored with an answering machine or simply join a no-call list.,telemarketing allows people that cannot find other jobs to be contributer to the economy and tax base along with the fact that these calls can be ignored with an answering machine or simply join a no-call list. against We should ban telemarketing,"['Power: resources', 'Security: personal']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3639,A27434,We should legalize prostitution,against,would increase violence against women ans children.,would increase violence against women ans children. against We should legalize prostitution,"['Security: personal', 'Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
3640,A27435,We should ban targeted killing,in favor of,governments in this way seek to prioritize their needs and whims at the time of reaching power,governments in this way seek to prioritize their needs and whims at the time of reaching power in favor of We should ban targeted killing,"['Security: societal', 'Benevolence: dependability', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3641,A27437,We should ban human cloning,in favor of,human cloning should be banned because it interferes with nature,human cloning should be banned because it interferes with nature in favor of We should ban human cloning,"['Humility', 'Universalism: nature']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3642,A27438,We should adopt gender-neutral language,against,this is just taking things too far. people should not be offended by pronouns.,this is just taking things too far. people should not be offended by pronouns. against We should adopt gender-neutral language,"['Tradition', 'Conformity: rules', 'Conformity: interpersonal', 'Humility', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
3643,A27440,We should end mandatory retirement,in favor of,"mandatory retirement should be abolished as lifespans increase and older people are more able and active than ever, making the old retirement ages useless.","mandatory retirement should be abolished as lifespans increase and older people are more able and active than ever, making the old retirement ages useless. in favor of We should end mandatory retirement","['Power: resources', 'Security: personal', 'Universalism: objectivity']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3644,A27441,We should stop the development of autonomous cars,in favor of,autonomous cars are dangerous and will only cause deaths.,autonomous cars are dangerous and will only cause deaths. in favor of We should stop the development of autonomous cars,"['Security: personal', 'Security: societal', 'Benevolence: caring', 'Benevolence: dependability']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
3645,A27443,We should adopt an austerity regime,in favor of,an austerity regime allows for the restructuring of economic for a country which can provide financial benefits.,an austerity regime allows for the restructuring of economic for a country which can provide financial benefits. in favor of We should adopt an austerity regime,"['Achievement', 'Power: dominance', 'Power: resources', 'Security: personal', 'Security: societal']",0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3646,A27444,We should abolish safe spaces,against,safe spaces are sometimes the only place at-risk kids have that make them feel safe.,safe spaces are sometimes the only place at-risk kids have that make them feel safe. against We should abolish safe spaces,"['Security: personal', 'Benevolence: caring', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3647,A27445,We should subsidize Wikipedia,in favor of,wikipedia provides a great service which provides a safe place to find info on all types of topics,wikipedia provides a great service which provides a safe place to find info on all types of topics in favor of We should subsidize Wikipedia,"['Self-direction: thought', 'Achievement', 'Universalism: objectivity']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3648,A27448,We should legalize organ trade,against,people with more money buying organs will make poor people get lesser treatment and have longer waits.,people with more money buying organs will make poor people get lesser treatment and have longer waits. against We should legalize organ trade,"['Security: personal', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3649,A27449,We should fight for the abolition of nuclear weapons,in favor of,nuclear weapons cause wars and are not a sufficient deterrent,nuclear weapons cause wars and are not a sufficient deterrent in favor of We should fight for the abolition of nuclear weapons,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3650,A27452,We should subsidize student loans,in favor of,student loans should be subsidized to allow thos students from poorer backgrounds to get a good education and improve themselves,student loans should be subsidized to allow thos students from poorer backgrounds to get a good education and improve themselves in favor of We should subsidize student loans,"['Self-direction: thought', 'Achievement', 'Power: resources', 'Universalism: concern']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3651,A27453,We should introduce compulsory voting,in favor of,compulsory voting will increase the number of voter turnout.,compulsory voting will increase the number of voter turnout. in favor of We should introduce compulsory voting,"['Achievement', 'Power: dominance', 'Conformity: rules', 'Benevolence: dependability']",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3652,A27454,We should fight for the abolition of nuclear weapons,in favor of,the use of weapons of mass destruction can not be justified,the use of weapons of mass destruction can not be justified in favor of We should fight for the abolition of nuclear weapons,"['Security: societal', 'Universalism: concern', 'Universalism: nature']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
3653,A27455,We should abolish safe spaces,in favor of,"safe spaces stop young people from developing the ""thick skin"" required to navigate everyday post-university life. the real world does not care about your feelings.","safe spaces stop young people from developing the ""thick skin"" required to navigate everyday post-university life. the real world does not care about your feelings. in favor of We should abolish safe spaces","['Self-direction: thought', 'Achievement', 'Humility', 'Benevolence: caring', 'Benevolence: dependability']",1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3654,A27456,We should ban missionary work,against,"missionaries help the less fortunate in third world countries, such as setting up schools and clinics.","missionaries help the less fortunate in third world countries, such as setting up schools and clinics. against We should ban missionary work","['Self-direction: action', 'Achievement', 'Security: personal', 'Security: societal', 'Conformity: interpersonal', 'Humility', 'Benevolence: caring', 'Universalism: concern']",0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0
3655,A27457,We should ban the Church of Scientology,against,"i think it should not be forbidden, and let people choose what they want to do","i think it should not be forbidden, and let people choose what they want to do against We should ban the Church of Scientology","['Self-direction: thought', 'Self-direction: action', 'Tradition']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3656,A27459,We should ban targeted killing,against,"targeted killing saves lives. it reduces our boots on the ground, protecting more of our soldiers and lessens civilian casualties because there's not active war zones full of combact and soldiers.","targeted killing saves lives. it reduces our boots on the ground, protecting more of our soldiers and lessens civilian casualties because there's not active war zones full of combact and soldiers. against We should ban targeted killing","['Security: personal', 'Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
3657,A27460,We should subsidize journalism,against,"journalism subsidized by authoritarian regimes becomes a propaganda machine used to control people, telling them what to think and spreading lies to hide totalitarian regimes' abuses","journalism subsidized by authoritarian regimes becomes a propaganda machine used to control people, telling them what to think and spreading lies to hide totalitarian regimes' abuses against We should subsidize journalism","['Self-direction: thought', 'Self-direction: action', 'Power: dominance', 'Security: societal', 'Benevolence: caring', 'Universalism: concern', 'Universalism: objectivity']",1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
3658,A27462,We should ban cosmetic surgery,against,a ban would only increase the already concerning trend to go to dangerous surgeons abroad,a ban would only increase the already concerning trend to go to dangerous surgeons abroad against We should ban cosmetic surgery,"['Self-direction: action', 'Security: personal', 'Conformity: rules']",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3659,A27463,We should ban fast food,in favor of,fast food is no good for anyone because it makes people fat and unhealthy.,fast food is no good for anyone because it makes people fat and unhealthy. in favor of We should ban fast food,['Security: personal'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3660,A27464,We should adopt libertarianism,against,we shouldn't adopt libertarianism because it means less government intervention for people that need it for example welfare,we shouldn't adopt libertarianism because it means less government intervention for people that need it for example welfare against We should adopt libertarianism,"['Power: dominance', 'Security: personal', 'Security: societal', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
3661,A27465,We should limit judicial activism,against,we have to respect the view of judges so they need to have the freedom to express judicial activism.,we have to respect the view of judges so they need to have the freedom to express judicial activism. against We should limit judicial activism,"['Self-direction: thought', 'Self-direction: action', 'Power: dominance', 'Face', 'Tradition', 'Conformity: rules', 'Conformity: interpersonal']",1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
3662,A27466,We should ban fast food,against,Fast food provides people with jobs and is convenient for busy families.,Fast food provides people with jobs and is convenient for busy families. against We should ban fast food,"['Achievement', 'Security: personal', 'Benevolence: caring']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3663,A27469,We should ban the Church of Scientology,against,We should not ban the church of scientology since people should be able to join any religion they want to.,We should not ban the church of scientology since people should be able to join any religion they want to. against We should ban the Church of Scientology,"['Self-direction: thought', 'Self-direction: action', 'Tradition']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3664,A27471,We should fight for the abolition of nuclear weapons,in favor of,"Nuclear weapon development takes incredibly intelligent scientists and makes them work on something that is destructive to society, we'd rather they used their intellect to develop helpful technologies which can only happen if we abolish nukes.","Nuclear weapon development takes incredibly intelligent scientists and makes them work on something that is destructive to society, we'd rather they used their intellect to develop helpful technologies which can only happen if we abolish nukes. in favor of We should fight for the abolition of nuclear weapons","['Achievement', 'Security: societal', 'Benevolence: caring']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3665,A27472,We should subsidize student loans,in favor of,students are graduating with huge college loans that make it difficult for them to get started when they leave school.,students are graduating with huge college loans that make it difficult for them to get started when they leave school. in favor of We should subsidize student loans,"['Achievement', 'Security: personal', 'Universalism: concern']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3666,A27474,We should ban the Church of Scientology,against,everybody has a right to believe whatever wants so church of scientology should be protected and approved.,everybody has a right to believe whatever wants so church of scientology should be protected and approved. against We should ban the Church of Scientology,"['Self-direction: thought', 'Self-direction: action', 'Tradition', 'Universalism: concern']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3667,A27475,We should adopt gender-neutral language,in favor of,we want to have an inclusive society and try to make each and every individual feel comfortable,we want to have an inclusive society and try to make each and every individual feel comfortable in favor of We should adopt gender-neutral language,"['Security: personal', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
3668,A27477,We should adopt a zero-tolerance policy in schools,against,students who are suspended will loose out on classes and might fail exams or even drop out of school as a result.,students who are suspended will loose out on classes and might fail exams or even drop out of school as a result. against We should adopt a zero-tolerance policy in schools,['Benevolence: caring'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3669,A27479,We should abolish intellectual property rights,in favor of,it is very difficult to define and identify and intellectual property.,it is very difficult to define and identify and intellectual property. in favor of We should abolish intellectual property rights,"['Self-direction: thought', 'Universalism: objectivity']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3670,A27480,We should legalize organ trade,against,Organ trading would pressure poor people to take great risks with their bodies in exchange for short term gains; it is an unfair position to put them in.,Organ trading would pressure poor people to take great risks with their bodies in exchange for short term gains; it is an unfair position to put them in. against We should legalize organ trade,"['Security: personal', 'Benevolence: caring', 'Benevolence: dependability', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
3671,A27481,We should subsidize embryonic stem cell research,in favor of,embryonic stem call research can lead to the future of medical developments,embryonic stem call research can lead to the future of medical developments in favor of We should subsidize embryonic stem cell research,"['Self-direction: thought', 'Achievement', 'Security: personal']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3672,A27482,We should abandon the use of school uniform,in favor of,"school uniforms are an expense that many families can't afford. there are plenty of ways to get very cheap clothing, but discounted uniforms are more difficult to obtain.","school uniforms are an expense that many families can't afford. there are plenty of ways to get very cheap clothing, but discounted uniforms are more difficult to obtain. in favor of We should abandon the use of school uniform","['Self-direction: action', 'Security: personal']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3673,A27484,We should oppose collectivism,in favor of,collectivism is prejudiced and should not be acceptable,collectivism is prejudiced and should not be acceptable in favor of We should oppose collectivism,"['Security: societal', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
3674,A27486,We should end mandatory retirement,in favor of,"The cost of training new employees can be incredibly high, and policies of mandatory retirement force businesses to waste their fungible resources rather than keeping competent older individuals employed.","The cost of training new employees can be incredibly high, and policies of mandatory retirement force businesses to waste their fungible resources rather than keeping competent older individuals employed. in favor of We should end mandatory retirement","['Achievement', 'Power: resources']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3675,A27487,We should legalize sex selection,against,"selecting the sex of babies could lead to an in balance in society demonstrated by china , where the one child policy resulted in  areas where there are  approximately  10 males to 1 female.","selecting the sex of babies could lead to an in balance in society demonstrated by china , where the one child policy resulted in  areas where there are  approximately  10 males to 1 female. against We should legalize sex selection","['Security: societal', 'Humility', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3676,A27488,We should limit executive compensation,in favor of,executive compensation should be limited because i don't think the executives should get a bunch extra just because of that position.,executive compensation should be limited because i don't think the executives should get a bunch extra just because of that position. in favor of We should limit executive compensation,['Universalism: concern'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3677,A27491,We should legalize sex selection,in favor of,people can have strong feelings about which sex child they have. they should be able to choose for themselves and not have to rely on chance.,people can have strong feelings about which sex child they have. they should be able to choose for themselves and not have to rely on chance. in favor of We should legalize sex selection,['Self-direction: action'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3678,A27492,We should legalize cannabis,against,it send the wrong message to society that drug use is acceptable,it send the wrong message to society that drug use is acceptable against We should legalize cannabis,"['Security: personal', 'Security: societal', 'Conformity: rules', 'Benevolence: dependability']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
3679,A27494,We should introduce compulsory voting,against,"people should be given a choice whether they would like to vote or not, it would be undemocratic to not give the people a choice.","people should be given a choice whether they would like to vote or not, it would be undemocratic to not give the people a choice. against We should introduce compulsory voting","['Self-direction: thought', 'Self-direction: action']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3680,A27497,We should ban telemarketing,against,telemarketing is still a useful sales tactic,telemarketing is still a useful sales tactic against We should ban telemarketing,"['Self-direction: action', 'Achievement', 'Universalism: objectivity']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3681,A28002,We should adopt a zero-tolerance policy in schools,in favor of,we should adopt a zero-tolerance policy because it will keep kids disciplined and the schools will be safer,we should adopt a zero-tolerance policy because it will keep kids disciplined and the schools will be safer in favor of We should adopt a zero-tolerance policy in schools,"['Security: societal', 'Conformity: rules', 'Conformity: interpersonal']",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
3682,A28004,We should ban human cloning,in favor of,human cloning is unnatural and against the laws of nature,human cloning is unnatural and against the laws of nature in favor of We should ban human cloning,"['Tradition', 'Conformity: rules', 'Universalism: nature']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
3683,A28008,We should abolish the three-strikes laws,in favor of,three-strikes laws are a major reason for overcrowding in our prison system.,three-strikes laws are a major reason for overcrowding in our prison system. in favor of We should abolish the three-strikes laws,"['Achievement', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3684,A28012,We should legalize sex selection,in favor of,"sex selection is a safe tool to help parents attain the family they dream of, thus should be legalized","sex selection is a safe tool to help parents attain the family they dream of, thus should be legalized in favor of We should legalize sex selection","['Self-direction: action', 'Benevolence: caring']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3685,A28013,We should subsidize student loans,against,"people knew when they took out the loan that they'd have to pay it back.  they should be responsible, just as other people are for mortgages and car loans.","people knew when they took out the loan that they'd have to pay it back.  they should be responsible, just as other people are for mortgages and car loans. against We should subsidize student loans","['Security: personal', 'Benevolence: dependability', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3686,A28015,We should abolish safe spaces,against,safe spaces are necessary to have a place of safety for all,safe spaces are necessary to have a place of safety for all against We should abolish safe spaces,"['Security: personal', 'Security: societal', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3687,A28016,We should ban whaling,in favor of,whale are an important part of the ecosystem and whaling threatens their survival on this planet.,whale are an important part of the ecosystem and whaling threatens their survival on this planet. in favor of We should ban whaling,['Universalism: nature'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3688,A28019,We should adopt gender-neutral language,against,"gender neutral language causes confusion and is taking political correctness too far, by all means allow people to be referred to by their preferred gender but people are not 'neutral.'","gender neutral language causes confusion and is taking political correctness too far, by all means allow people to be referred to by their preferred gender but people are not 'neutral.' against We should adopt gender-neutral language","['Achievement', 'Conformity: rules']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3689,A28020,We should ban whaling,against,some cultures see whaling as a tradition that is important to their history and custom.,some cultures see whaling as a tradition that is important to their history and custom. against We should ban whaling,"['Tradition', 'Conformity: interpersonal', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3690,A28021,We should prohibit school prayer,against,we should not prohibit school prayer because this country was founded on christian principals.,we should not prohibit school prayer because this country was founded on christian principals. against We should prohibit school prayer,"['Self-direction: action', 'Tradition']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3691,A28022,We should abandon the use of school uniform,against,"school uniform makes all children look the same, thus reducing bullying.","school uniform makes all children look the same, thus reducing bullying. against We should abandon the use of school uniform","['Security: personal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
3692,A28023,We should adopt gender-neutral language,in favor of,gender-neutral language adheres to both sexes without a preference of one gender over the other.,gender-neutral language adheres to both sexes without a preference of one gender over the other. in favor of We should adopt gender-neutral language,['Universalism: concern'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3693,A28024,We should abolish zoos,against,zoos are the only way we can preserve endangered species.,zoos are the only way we can preserve endangered species. against We should abolish zoos,['Universalism: nature'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3694,A28025,We should ban the use of child actors,against,child actors are needed in all types of film and movies and therefore should not be banned.,child actors are needed in all types of film and movies and therefore should not be banned. against We should ban the use of child actors,"['Achievement', 'Universalism: concern']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3695,A28026,We should ban fast food,against,you can't govern what an individual chooses to eat,you can't govern what an individual chooses to eat against We should ban fast food,"['Self-direction: thought', 'Self-direction: action']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3696,A28027,We should subsidize space exploration,against,space exploration is a bottomless money pit that completely fails to justify the enornomous quantity of revenue pumped into it.,space exploration is a bottomless money pit that completely fails to justify the enornomous quantity of revenue pumped into it. against We should subsidize space exploration,"['Power: resources', 'Security: personal']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3697,A28028,We should legalize organ trade,against,body parts are not something for profit.  selling of a kidney should not go to the highest bidder.  there is a system in medicine to make sure they are donated and to the ones most able to use them,body parts are not something for profit.  selling of a kidney should not go to the highest bidder.  there is a system in medicine to make sure they are donated and to the ones most able to use them against We should legalize organ trade,"['Security: personal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
3698,A28029,We should cancel pride parades,against,pride parades are a way for people to come together and celebrate being themselves and shouldn't be cancelled.,pride parades are a way for people to come together and celebrate being themselves and shouldn't be cancelled. against We should cancel pride parades,"['Self-direction: thought', 'Hedonism', 'Face', 'Security: personal', 'Universalism: concern', 'Universalism: tolerance']",1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
3699,A28030,We should end the use of economic sanctions,in favor of,economic sanctions will hit poorer people in the affected country more than politicians.,economic sanctions will hit poorer people in the affected country more than politicians. in favor of We should end the use of economic sanctions,"['Power: resources', 'Universalism: concern']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3700,A28031,We should prohibit school prayer,against,"school prayer brings people together in fostering an atmosphere of peace and understanding, and should be seen as a message of universality rather than an appeal to a single religion.","school prayer brings people together in fostering an atmosphere of peace and understanding, and should be seen as a message of universality rather than an appeal to a single religion. against We should prohibit school prayer","['Security: personal', 'Tradition']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3701,A28033,We should ban algorithmic trading,against,"there is no reason why algorithmic trading should be banned , it creates beneficial trading deals and profits for those in the finance sector, and can enhance the value of pension funds for instance.","there is no reason why algorithmic trading should be banned , it creates beneficial trading deals and profits for those in the finance sector, and can enhance the value of pension funds for instance. against We should ban algorithmic trading","['Achievement', 'Power: resources']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3702,A28035,We should ban cosmetic surgery for minors,against,"some children may require cosmetic surgery for health reasons, such as a cleft palate, therefore it should not be banned.","some children may require cosmetic surgery for health reasons, such as a cleft palate, therefore it should not be banned. against We should ban cosmetic surgery for minors","['Self-direction: action', 'Security: personal']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
